id,name,winningbid,metersread
366,1985 Cat 627B Motor Scraper,"US $37,000","1,686 Hours"
367,2021 Cat 906M Wheel Loader,"US $84,000",384 Hours
368,2008 Cat 324D FM High Walker Heel Boom Log Loader,"US $28,000","19,611 Hours"
369,2008 Cat D6T XW Crawler Dozer,"US $151,000","5,292 Hours"
370,2016 Cat D6K2 LGP Crawler Dozer,"US $129,000","4,980 Hours"
371,2019 Cat D6N LGP Crawler Dozer,"US $116,000","6,760 Hours"
372,2020 Cat D5K2 LGP Crawler Dozer,"US $170,000","1,880 Hours"
373,2008 Cat 773F Haul Truck,"US $156,000","33,951 Hours"
374,2012 Cat 772 Haul Truck,"US $136,000","17,702 Hours"
375,2014 Cat 772G Haul Truck,"US $180,000","13,577 Hours"
376,2013 Cat 730 Articulated Dump Truck,"US $185,000","7,742 Hours"
377,2014 Cat 772G Haul Truck,"US $184,000","13,789 Hours"
378,2014 Cat 773G Haul Truck,"US $182,000","16,463 Hours"
379,2014 Cat 772G Haul Truck,"US $234,000","14,397 Hours"
380,2001 Cat 627G Motor Scraper,"US $202,000","16,240 Hours"
381,2018 Cat 926M Wheel Loader,"US $116,000","3,049 Hours"
382,2002 Cat 815F Soil Compactor,"US $148,000","23,311 Hours"
383,2003 Cat 623G Elevating Motor Scraper,"US $176,000","4,021 Hours"
384,2013 Cat 730 6000 gal 6x6 Water Wagon,"US $132,000","12,024 Hours"
385,2002 Cat 815F Soil Compactor,"US $131,000","22,201 Hours"
386,2003 Cat 623G Elevating Motor Scraper,"US $159,000","23,946 Hours"
387,2003 Cat 623G Elevating Motor Scraper,"US $153,000","22,782 Hours"
388,2015 Cat PL61 Pipelayer,"US $98,000",927 Hours
389,2005 Cat 615C Series II Motor Scraper,"US $96,000","3,685 Hours"
390,2019 Cat 730 Articulated Dump Truck,"US $366,000","3,008 Hours"
391,2019 Cat 323 Tracked Excavator,"US $225,000","1,135 Hours"
392,2017 Cat D8T Crawler Dozer,"US $505,000","2,435 Hours"
393,2017 Cat D8T Crawler Dozer,"US $545,000",916 Hours
394,2017 Cat D6T LGP Crawler Dozer,"US $279,000","3,695 Hours"
395,2017 Cat D6T LGP Crawler Dozer,"US $246,000","3,438 Hours"
396,2016 Cat AP1055F Track Asphalt Paver,"US $132,000","4,168 Hours"
397,2003 Cat D11R Crawler Dozer,"US $101,000","37,707 Hours"
398,2018 Cat 986K Wheel Loader,"US $425,000","6,887 Hours"
399,2013 Cat D8T Crawler Dozer,"US $291,000","4,388 Hours"
400,2011 Cat 420E 4x4 Backhoe Loader,"US $52,000","5,227 Hours"
401,2020 Cat 236D3 Skid Steer Loader,"US $20,000","6,314 Hours"
402,2017 Cat 242D Skid Steer Loader,"US $21,500","2,034 Hours"
403,2017 Cat 259D Two-Speed Compact Track Loader,"US $34,000",934 Hours
404,2015 Cat 226B3 Skid Steer Loader,"US $17,500","1,711 Hours"
405,2019 Cat 304E2 CR Mini Excavator,"US $41,000","1,099 Hours"
406,2018 Cat 259D Two-Speed Compact Track Loader,"US $57,000",349 Hours
407,2008 Cat 305C Mini Excavator,"US $27,000","5,689 Hours"
408,2012 Cat 305E CR Mini Excavator,"US $30,500","3,430 Hours"
409,2005 Cat D4G XL Crawler Dozer,"US $29,000","6,143 Hours"
410,2018 Cat 303E CR Mini Excavator,"US $23,000",NONE
411,2012 Cat 246C Two-Speed Skid Steer Loader,"US $23,500","1,016 Hours"
412,2011 Cat 320DL Tracked Excavator,"US $63,000","10,130 Hours"
413,2012 Cat 304E CR Mini Excavator,"US $32,500",NONE
414,2014 Cat 299D Two-Speed Compact Track Loader,"US $56,000",874 Hours
415,2014 Cat 336ELH Track Excavator,"US $69,000","9,698 Hours"
416,2015 Cat 308E2 CR Tracked Excavator,"US $55,000","1,275 Hours"
417,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",698 Hours
418,2022 Cat 289D3 Two-Speed High Flow XPS Compact Track Loader,"US $80,000",542 Hours
419,2012 Cat 246C Two-Speed Skid Steer Loader,"US $25,000",924 Hours
420,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",699 Hours
421,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",634 Hours
422,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,500",710 Hours
423,2022 Cat 289D3 Two-Speed High Flow XPS Compact Track Loader,"US $78,000",686 Hours
424,Cat 140G Motor Grader,"US $44,000",NONE
425,2012 Cat 246C Two-Speed Skid Steer Loader,"US $24,500",875 Hours
426,2005 Cat 303 CR Mini Excavator,"US $18,500","4,742 Hours"
427,2017 Cat 305.5E2 CR Mini Excavator,"US $35,000","1,943 Hours"
428,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950","1,016 Hours"
429,2013 Cat 246C Skid Steer Loader,"US $11,000","4,977 Hours"
430,2012 Cat 246C Two-Speed Skid Steer Loader,"US $30,000",796 Hours
431,2022 Cat 289D3 Compact Track Loader,"US $84,000",169 Hours
432,2016 Cat 926M High Lift Wheel Loader,"US $67,500","10,843 Hours"
433,2019 Cat 262D Skid Steer Loader,"US $22,000","6,730 Hours"
434,2012 Cat 320E Tracked Excavator,"US $88,000","4,895 Hours"
435,1997 Cat 416C 4x4 Backhoe Loader,"US $26,500","2,305 Hours"
436,2004 Cat TH460B Telehandler,"US $31,000",NONE
437,2018 Cat 311F LRR Tracked Excavator,"US $70,000","2,217 Hours"
438,2009 Cat 928H Wheel Loader,"US $52,000","9,522 Hours"
439,2011 Cat 329DL Tracked Excavator,"US $60,000","5,670 Hours"
440,2020 Cat 262D3 Two-Speed Skid Steer Loader,"US $32,000","1,210 Hours"
441,2004 Cat 420DIT 4x4 Backhoe Loader,"US $30,000",577 Hours
442,1983 Cat V50C 5000 lb Cushion Tire Forklift,"US $2,500",NONE
443,2006 Cat CS533C Smooth Drum Compactor,"US $37,000","4,980 Hours"
444,2003 Cat 320CL Tracked Excavator,"US $59,000","7,707 Hours"
445,2006 Cat D6R XL Series III Crawler Dozer,"US $80,000","13,722 Hours"
446,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950",768 Hours
447,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950",758 Hours
448,2012 Cat 246C Two-Speed Skid Steer Loader,"US $32,500",575 Hours
449,2010 Cat 329DL Tracked Excavator,"US $52,000","12,752 Hours"
450,1993 Cat 140G Motor Grader,"US $55,000","16,805 Hours"
451,Cat 637G Motor Scraper,"US $65,000","52,545 Hours"
452,1993 Cat 963 Crawler Loader,"US $26,000","13,113 Hours"
453,2016 Cat 308E2 CR Mini Excavator,"US $65,000","1,885 Hours"
454,2012 Cat 246C Two-Speed Skid Steer Loader,"US $28,000",691 Hours
455,2012 Cat 246C Two-Speed Skid Steer Loader,"US $28,000",899 Hours
456,1972 Cat D7F Crawler Dozer (Inoperable),"US $5,100",NONE
457,2015 Cat 308E2 CR Tracked Excavator,"US $51,000","2,537 Hours"
458,2013 Cat 246C Two-Speed Skid Steer Loader,"US $29,000",655 Hours
459,2013 Cat 336ELH Tracked Excavator,"US $98,000","7,588 Hours"
460,2011 Cat 299C Two-Speed High Flow XPS Compact Track Loader,"US $23,000","3,893 Hours"
461,2000 Cat 966G Wheel Loader,"US $51,000","22,766 Hours"
462,2018 Cat CB1.8 Double Drum Roller,"US $28,000",236 Hours
463,2005 Cat 330CL Tracked Excavator,"US $59,000","13,068 Hours"
464,1998 Cat 950G Wheel Loader,"US $70,000","14,889 Hours"
465,2021 Cat 289D3 Two-Speed Compact Track Loader,"US $50,000",998 Hours
466,2007 Cat D6N LGP Crawler Dozer,"US $51,000","10,663 Hours"
467,2013 Cat 320EL Tracked Excavator,"US $65,000","6,124 Hours"
468,2006 Cat D6N LGP Crawler Dozer,"US $65,000","9,877 Hours"
469,1978 Cat 12G Motor Grader,"US $27,000","9,694 Hours"
470,2012 Cat 289C2 Two-Speed High Flow XPS Compact Track Loader,"US $20,000","6,794 Hours"
471,1996 Cat CP-563C Padfoot Drum Compactor,"US $54,500","8,612 Hours"
472,1999 Cat 140H VHP Motor Grader,"US $69,000","29,396 Hours"
473,2006 Cat CS-323C Smooth Drum Compactor,"US $26,500","1,309 Hours"
474,2003 Cat 725 Articulated Dump Truck,"US $82,000","14,591 Hours"
475,1997 Cat CS-563C Smooth Drum Compactor,"US $59,500","6,553 Hours"
476,2021 Cat 289D3 Two-Speed Compact Track Loader,"US $46,000","1,568 Hours"
477,2021 Cat 299D3 Two-Speed High Flow XPS Compact Track Loader,"US $63,000","1,450 Hours"
478,1996 Cat 120 Motor Grader,"US $47,000",195 Hours
479,2000 Cat CS-323C Smooth Drum Compactor,"US $22,500","4,815 Hours"
480,2007 Cat 330DL Tracked Excavator,"US $55,000",NONE
481,2019 Cat 308CR Tracked Excavator,"US $82,000","1,973 Hours"
482,2017 Cat 962M Wheel Loader,"US $59,000","10,944 Hours"
483,1985 Cat 627B Motor Scraper,"US $31,500","2,439 Hours"
484,1979 Cat 627B Motor Scraper (Inoperable),"US $3,400","13,855 Hours"
485,1986 Cat 627B Motor Scraper,"US $31,500","23,097 Hours"
486,1985 Cat 627B Motor Scraper,"US $37,000","1,686 Hours"
487,2021 Cat 906M Wheel Loader,"US $84,000",384 Hours
488,2008 Cat 324D FM High Walker Heel Boom Log Loader,"US $28,000","19,611 Hours"
489,2008 Cat D6T XW Crawler Dozer,"US $151,000","5,292 Hours"
490,2016 Cat D6K2 LGP Crawler Dozer,"US $129,000","4,980 Hours"
491,2019 Cat D6N LGP Crawler Dozer,"US $116,000","6,760 Hours"
492,2020 Cat D5K2 LGP Crawler Dozer,"US $170,000","1,880 Hours"
493,2008 Cat 773F Haul Truck,"US $156,000","33,951 Hours"
494,2012 Cat 772 Haul Truck,"US $136,000","17,702 Hours"
495,2014 Cat 772G Haul Truck,"US $180,000","13,577 Hours"
496,2013 Cat 730 Articulated Dump Truck,"US $185,000","7,742 Hours"
497,2014 Cat 772G Haul Truck,"US $184,000","13,789 Hours"
498,2014 Cat 773G Haul Truck,"US $182,000","16,463 Hours"
499,2014 Cat 772G Haul Truck,"US $234,000","14,397 Hours"
500,2001 Cat 627G Motor Scraper,"US $202,000","16,240 Hours"
501,2018 Cat 926M Wheel Loader,"US $116,000","3,049 Hours"
502,2002 Cat 815F Soil Compactor,"US $148,000","23,311 Hours"
503,2003 Cat 623G Elevating Motor Scraper,"US $176,000","4,021 Hours"
504,2013 Cat 730 6000 gal 6x6 Water Wagon,"US $132,000","12,024 Hours"
505,2002 Cat 815F Soil Compactor,"US $131,000","22,201 Hours"
506,2003 Cat 623G Elevating Motor Scraper,"US $159,000","23,946 Hours"
507,2003 Cat 623G Elevating Motor Scraper,"US $153,000","22,782 Hours"
508,2015 Cat PL61 Pipelayer,"US $98,000",927 Hours
509,2005 Cat 615C Series II Motor Scraper,"US $96,000","3,685 Hours"
510,2019 Cat 730 Articulated Dump Truck,"US $366,000","3,008 Hours"
511,2019 Cat 323 Tracked Excavator,"US $225,000","1,135 Hours"
512,2017 Cat D8T Crawler Dozer,"US $505,000","2,435 Hours"
513,2017 Cat D8T Crawler Dozer,"US $545,000",916 Hours
514,2017 Cat D6T LGP Crawler Dozer,"US $279,000","3,695 Hours"
515,2017 Cat D6T LGP Crawler Dozer,"US $246,000","3,438 Hours"
516,2016 Cat AP1055F Track Asphalt Paver,"US $132,000","4,168 Hours"
517,2003 Cat D11R Crawler Dozer,"US $101,000","37,707 Hours"
518,2018 Cat 986K Wheel Loader,"US $425,000","6,887 Hours"
519,2013 Cat D8T Crawler Dozer,"US $291,000","4,388 Hours"
520,2011 Cat 420E 4x4 Backhoe Loader,"US $52,000","5,227 Hours"
521,2020 Cat 236D3 Skid Steer Loader,"US $20,000","6,314 Hours"
522,2017 Cat 242D Skid Steer Loader,"US $21,500","2,034 Hours"
523,2017 Cat 259D Two-Speed Compact Track Loader,"US $34,000",934 Hours
524,2015 Cat 226B3 Skid Steer Loader,"US $17,500","1,711 Hours"
525,2019 Cat 304E2 CR Mini Excavator,"US $41,000","1,099 Hours"
526,2018 Cat 259D Two-Speed Compact Track Loader,"US $57,000",349 Hours
527,2008 Cat 305C Mini Excavator,"US $27,000","5,689 Hours"
528,2012 Cat 305E CR Mini Excavator,"US $30,500","3,430 Hours"
529,2005 Cat D4G XL Crawler Dozer,"US $29,000","6,143 Hours"
530,2018 Cat 303E CR Mini Excavator,"US $23,000",NONE
531,2012 Cat 246C Two-Speed Skid Steer Loader,"US $23,500","1,016 Hours"
532,2011 Cat 320DL Tracked Excavator,"US $63,000","10,130 Hours"
533,2012 Cat 304E CR Mini Excavator,"US $32,500",NONE
534,2014 Cat 299D Two-Speed Compact Track Loader,"US $56,000",874 Hours
535,2014 Cat 336ELH Track Excavator,"US $69,000","9,698 Hours"
536,2015 Cat 308E2 CR Tracked Excavator,"US $55,000","1,275 Hours"
537,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",698 Hours
538,2022 Cat 289D3 Two-Speed High Flow XPS Compact Track Loader,"US $80,000",542 Hours
539,2012 Cat 246C Two-Speed Skid Steer Loader,"US $25,000",924 Hours
540,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",699 Hours
541,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",634 Hours
542,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,500",710 Hours
543,2022 Cat 289D3 Two-Speed High Flow XPS Compact Track Loader,"US $78,000",686 Hours
544,Cat 140G Motor Grader,"US $44,000",NONE
545,2012 Cat 246C Two-Speed Skid Steer Loader,"US $24,500",875 Hours
546,2005 Cat 303 CR Mini Excavator,"US $18,500","4,742 Hours"
547,2017 Cat 305.5E2 CR Mini Excavator,"US $35,000","1,943 Hours"
548,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950","1,016 Hours"
549,2013 Cat 246C Skid Steer Loader,"US $11,000","4,977 Hours"
550,2012 Cat 246C Two-Speed Skid Steer Loader,"US $30,000",796 Hours
551,2022 Cat 289D3 Compact Track Loader,"US $84,000",169 Hours
552,2016 Cat 926M High Lift Wheel Loader,"US $67,500","10,843 Hours"
553,2019 Cat 262D Skid Steer Loader,"US $22,000","6,730 Hours"
554,2012 Cat 320E Tracked Excavator,"US $88,000","4,895 Hours"
555,1997 Cat 416C 4x4 Backhoe Loader,"US $26,500","2,305 Hours"
556,2004 Cat TH460B Telehandler,"US $31,000",NONE
557,2018 Cat 311F LRR Tracked Excavator,"US $70,000","2,217 Hours"
558,2009 Cat 928H Wheel Loader,"US $52,000","9,522 Hours"
559,2011 Cat 329DL Tracked Excavator,"US $60,000","5,670 Hours"
560,2020 Cat 262D3 Two-Speed Skid Steer Loader,"US $32,000","1,210 Hours"
561,2004 Cat 420DIT 4x4 Backhoe Loader,"US $30,000",577 Hours
562,1983 Cat V50C 5000 lb Cushion Tire Forklift,"US $2,500",NONE
563,2006 Cat CS533C Smooth Drum Compactor,"US $37,000","4,980 Hours"
564,2003 Cat 320CL Tracked Excavator,"US $59,000","7,707 Hours"
565,2006 Cat D6R XL Series III Crawler Dozer,"US $80,000","13,722 Hours"
566,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950",768 Hours
567,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950",758 Hours
568,2012 Cat 246C Two-Speed Skid Steer Loader,"US $32,500",575 Hours
569,2010 Cat 329DL Tracked Excavator,"US $52,000","12,752 Hours"
570,1993 Cat 140G Motor Grader,"US $55,000","16,805 Hours"
571,Cat 637G Motor Scraper,"US $65,000","52,545 Hours"
572,1993 Cat 963 Crawler Loader,"US $26,000","13,113 Hours"
573,2016 Cat 308E2 CR Mini Excavator,"US $65,000","1,885 Hours"
574,2012 Cat 246C Two-Speed Skid Steer Loader,"US $28,000",691 Hours
575,2012 Cat 246C Two-Speed Skid Steer Loader,"US $28,000",899 Hours
576,1972 Cat D7F Crawler Dozer (Inoperable),"US $5,100",NONE
577,2015 Cat 308E2 CR Tracked Excavator,"US $51,000","2,537 Hours"
578,2013 Cat 246C Two-Speed Skid Steer Loader,"US $29,000",655 Hours
579,2013 Cat 336ELH Tracked Excavator,"US $98,000","7,588 Hours"
580,2011 Cat 299C Two-Speed High Flow XPS Compact Track Loader,"US $23,000","3,893 Hours"
581,2000 Cat 966G Wheel Loader,"US $51,000","22,766 Hours"
582,2018 Cat CB1.8 Double Drum Roller,"US $28,000",236 Hours
583,2005 Cat 330CL Tracked Excavator,"US $59,000","13,068 Hours"
584,1998 Cat 950G Wheel Loader,"US $70,000","14,889 Hours"
585,2021 Cat 289D3 Two-Speed Compact Track Loader,"US $50,000",998 Hours
586,2007 Cat D6N LGP Crawler Dozer,"US $51,000","10,663 Hours"
587,2013 Cat 320EL Tracked Excavator,"US $65,000","6,124 Hours"
588,2006 Cat D6N LGP Crawler Dozer,"US $65,000","9,877 Hours"
589,1978 Cat 12G Motor Grader,"US $27,000","9,694 Hours"
590,2012 Cat 289C2 Two-Speed High Flow XPS Compact Track Loader,"US $20,000","6,794 Hours"
591,1996 Cat CP-563C Padfoot Drum Compactor,"US $54,500","8,612 Hours"
592,1999 Cat 140H VHP Motor Grader,"US $69,000","29,396 Hours"
593,2006 Cat CS-323C Smooth Drum Compactor,"US $26,500","1,309 Hours"
594,2003 Cat 725 Articulated Dump Truck,"US $82,000","14,591 Hours"
595,1997 Cat CS-563C Smooth Drum Compactor,"US $59,500","6,553 Hours"
596,2021 Cat 289D3 Two-Speed Compact Track Loader,"US $46,000","1,568 Hours"
597,2021 Cat 299D3 Two-Speed High Flow XPS Compact Track Loader,"US $63,000","1,450 Hours"
598,1996 Cat 120 Motor Grader,"US $47,000",195 Hours
599,2000 Cat CS-323C Smooth Drum Compactor,"US $22,500","4,815 Hours"
600,2007 Cat 330DL Tracked Excavator,"US $55,000",NONE
601,2019 Cat 308CR Tracked Excavator,"US $82,000","1,973 Hours"
602,2017 Cat 962M Wheel Loader,"US $59,000","10,944 Hours"
603,1985 Cat 627B Motor Scraper,"US $31,500","2,439 Hours"
604,1979 Cat 627B Motor Scraper (Inoperable),"US $3,400","13,855 Hours"
605,1986 Cat 627B Motor Scraper,"US $31,500","23,097 Hours"
606,1985 Cat 627B Motor Scraper,"US $37,000","1,686 Hours"
607,2021 Cat 906M Wheel Loader,"US $84,000",384 Hours
608,2008 Cat 324D FM High Walker Heel Boom Log Loader,"US $28,000","19,611 Hours"
609,2008 Cat D6T XW Crawler Dozer,"US $151,000","5,292 Hours"
610,2016 Cat D6K2 LGP Crawler Dozer,"US $129,000","4,980 Hours"
611,2019 Cat D6N LGP Crawler Dozer,"US $116,000","6,760 Hours"
612,2020 Cat D5K2 LGP Crawler Dozer,"US $170,000","1,880 Hours"
613,2008 Cat 773F Haul Truck,"US $156,000","33,951 Hours"
614,2012 Cat 772 Haul Truck,"US $136,000","17,702 Hours"
615,2014 Cat 772G Haul Truck,"US $180,000","13,577 Hours"
616,2013 Cat 730 Articulated Dump Truck,"US $185,000","7,742 Hours"
617,2014 Cat 772G Haul Truck,"US $184,000","13,789 Hours"
618,2014 Cat 773G Haul Truck,"US $182,000","16,463 Hours"
619,2014 Cat 772G Haul Truck,"US $234,000","14,397 Hours"
620,2001 Cat 627G Motor Scraper,"US $202,000","16,240 Hours"
621,2018 Cat 926M Wheel Loader,"US $116,000","3,049 Hours"
622,2002 Cat 815F Soil Compactor,"US $148,000","23,311 Hours"
623,2003 Cat 623G Elevating Motor Scraper,"US $176,000","4,021 Hours"
624,2013 Cat 730 6000 gal 6x6 Water Wagon,"US $132,000","12,024 Hours"
625,2002 Cat 815F Soil Compactor,"US $131,000","22,201 Hours"
626,2003 Cat 623G Elevating Motor Scraper,"US $159,000","23,946 Hours"
627,2003 Cat 623G Elevating Motor Scraper,"US $153,000","22,782 Hours"
628,2015 Cat PL61 Pipelayer,"US $98,000",927 Hours
629,2005 Cat 615C Series II Motor Scraper,"US $96,000","3,685 Hours"
630,2019 Cat 730 Articulated Dump Truck,"US $366,000","3,008 Hours"
631,2019 Cat 323 Tracked Excavator,"US $225,000","1,135 Hours"
632,2017 Cat D8T Crawler Dozer,"US $505,000","2,435 Hours"
633,2017 Cat D8T Crawler Dozer,"US $545,000",916 Hours
634,2017 Cat D6T LGP Crawler Dozer,"US $279,000","3,695 Hours"
635,2017 Cat D6T LGP Crawler Dozer,"US $246,000","3,438 Hours"
636,2016 Cat AP1055F Track Asphalt Paver,"US $132,000","4,168 Hours"
637,2003 Cat D11R Crawler Dozer,"US $101,000","37,707 Hours"
638,2018 Cat 986K Wheel Loader,"US $425,000","6,887 Hours"
639,2013 Cat D8T Crawler Dozer,"US $291,000","4,388 Hours"
640,2011 Cat 420E 4x4 Backhoe Loader,"US $52,000","5,227 Hours"
641,2020 Cat 236D3 Skid Steer Loader,"US $20,000","6,314 Hours"
642,2017 Cat 242D Skid Steer Loader,"US $21,500","2,034 Hours"
643,2017 Cat 259D Two-Speed Compact Track Loader,"US $34,000",934 Hours
644,2015 Cat 226B3 Skid Steer Loader,"US $17,500","1,711 Hours"
645,2019 Cat 304E2 CR Mini Excavator,"US $41,000","1,099 Hours"
646,2018 Cat 259D Two-Speed Compact Track Loader,"US $57,000",349 Hours
647,2008 Cat 305C Mini Excavator,"US $27,000","5,689 Hours"
648,2012 Cat 305E CR Mini Excavator,"US $30,500","3,430 Hours"
649,2005 Cat D4G XL Crawler Dozer,"US $29,000","6,143 Hours"
650,2018 Cat 303E CR Mini Excavator,"US $23,000",NONE
651,2012 Cat 246C Two-Speed Skid Steer Loader,"US $23,500","1,016 Hours"
652,2011 Cat 320DL Tracked Excavator,"US $63,000","10,130 Hours"
653,2012 Cat 304E CR Mini Excavator,"US $32,500",NONE
654,2014 Cat 299D Two-Speed Compact Track Loader,"US $56,000",874 Hours
655,2014 Cat 336ELH Track Excavator,"US $69,000","9,698 Hours"
656,2015 Cat 308E2 CR Tracked Excavator,"US $55,000","1,275 Hours"
657,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",698 Hours
658,2022 Cat 289D3 Two-Speed High Flow XPS Compact Track Loader,"US $80,000",542 Hours
659,2012 Cat 246C Two-Speed Skid Steer Loader,"US $25,000",924 Hours
660,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",699 Hours
661,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",634 Hours
662,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,500",710 Hours
663,2022 Cat 289D3 Two-Speed High Flow XPS Compact Track Loader,"US $78,000",686 Hours
664,Cat 140G Motor Grader,"US $44,000",NONE
665,2012 Cat 246C Two-Speed Skid Steer Loader,"US $24,500",875 Hours
666,2005 Cat 303 CR Mini Excavator,"US $18,500","4,742 Hours"
667,2017 Cat 305.5E2 CR Mini Excavator,"US $35,000","1,943 Hours"
668,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950","1,016 Hours"
669,2013 Cat 246C Skid Steer Loader,"US $11,000","4,977 Hours"
670,2012 Cat 246C Two-Speed Skid Steer Loader,"US $30,000",796 Hours
671,2022 Cat 289D3 Compact Track Loader,"US $84,000",169 Hours
672,2016 Cat 926M High Lift Wheel Loader,"US $67,500","10,843 Hours"
673,2019 Cat 262D Skid Steer Loader,"US $22,000","6,730 Hours"
674,2012 Cat 320E Tracked Excavator,"US $88,000","4,895 Hours"
675,1997 Cat 416C 4x4 Backhoe Loader,"US $26,500","2,305 Hours"
676,2004 Cat TH460B Telehandler,"US $31,000",NONE
677,2018 Cat 311F LRR Tracked Excavator,"US $70,000","2,217 Hours"
678,2009 Cat 928H Wheel Loader,"US $52,000","9,522 Hours"
679,2011 Cat 329DL Tracked Excavator,"US $60,000","5,670 Hours"
680,2020 Cat 262D3 Two-Speed Skid Steer Loader,"US $32,000","1,210 Hours"
681,2004 Cat 420DIT 4x4 Backhoe Loader,"US $30,000",577 Hours
682,1983 Cat V50C 5000 lb Cushion Tire Forklift,"US $2,500",NONE
683,2006 Cat CS533C Smooth Drum Compactor,"US $37,000","4,980 Hours"
